Subject,Partner,SubTrial,Sex,Age,TrialType,Response,RT,RealOutcome,ScheduledOutcome,GambleAmount,Amount1,Amount2,Certain
157,0,17,1,18,1,0,885,3,0,-11.00,8.00,-11.00,0.00
157,0,18,1,18,1,1,51,1,1,4.00,4.00,-3.00,0.00
157,0,19,1,18,1,,0,,1,6.00,6.00,-1.50,0.00
157,0,20,1,18,1,0,342,3,0,-13.50,9.00,-13.50,0.00
157,0,21,1,18,1,1,955,0,0,-5.63,5.00,-5.63,0.00
157,0,22,1,18,1,1,721,0,0,-3.00,6.00,-3.00,0.00
157,0,23,1,18,1,,0,,1,10.00,10.00,-16.25,0.00
157,0,24,1,18,1,,0,,1,5.00,5.00,-2.50,0.00
157,0,25,1,18,0,0,1242,3,0,0.00,28.00,0.00,13.00
157,0,26,1,18,1,,0,,1,10.00,10.00,-6.25,0.00
157,0,27,1,18,0,,0,,0,0.00,12.00,0.00,5.00
157,0,28,1,18,1,0,924,3,0,-12.00,12.00,-12.00,0.00
157,0,29,1,18,1,1,762,1,1,4.00,4.00,-6.00,0.00
157,0,30,1,18,1,1,383,1,1,6.00,6.00,-7.50,0.00
157,-1,1,1,18,1,1,994,1,1,8.00,8.00,-9.00,0.00
157,-1,2,1,18,1,0,1928,3,0,-3.75,2.00,-3.75,0.00
157,-1,3,1,18,0,,0,,1,12.00,12.00,0.00,4.00
157,-1,4,1,18,0,0,540,3,0,0.00,22.00,0.00,13.00
157,-1,5,1,18,1,1,154,0,0,-4.38,5.00,-4.38,0.00
157,-1,6,1,18,1,0,663,3,0,-18.75,10.00,-18.75,0.00
157,-1,7,1,18,1,,0,,1,9.00,9.00,-9.00,0.00
157,-1,8,1,18,1,0,50,3,0,-1.25,2.00,-1.25,0.00
157,-1,9,1,18,1,1,223,1,1,4.00,4.00,-1.00,0.00
157,-1,10,1,18,1,,0,,0,-13.00,8.00,-13.00,0.00
157,-1,11,1,18,1,1,530,1,1,8.00,8.00,-2.00,0.00
157,-1,12,1,18,1,,0,,0,-12.00,6.00,-12.00,0.00
157,-1,13,1,18,1,0,575,3,0,-9.00,12.00,-9.00,0.00
157,-1,14,1,18,1,0,1204,3,1,6.00,6.00,-9.00,0.00
157,-1,15,1,18,0,1,593,1,1,3.25,3.25,0.00,1.00
157,-1,16,1,18,0,1,78,1,1,7.00,7.00,0.00,3.00
157,-1,17,1,18,1,1,1484,0,0,-7.00,8.00,-7.00,0.00
157,-1,18,1,18,0,0,418,3,1,25.00,25.00,0.00,9.00
157,-1,19,1,18,0,,0,,0,0.00,8.00,0.00,4.25
157,-1,20,1,18,1,0,830,3,0,-8.75,10.00,-8.75,0.00
157,-1,21,1,18,1,1,107,1,1,4.00,4.00,-8.00,0.00
157,-1,22,1,18,0,,0,,0,0.00,17.00,0.00,9.00
157,-1,23,1,18,1,,0,,1,12.00,12.00,-18.00,0.00
157,-1,24,1,18,0,0,595,3,1,10.00,10.00,0.00,6.00
157,-1,25,1,18,0,,0,,0,0.00,13.00,0.00,6.00
157,-1,26,1,18,1,,0,,0,-15.75,9.00,-15.75,0.00
157,-1,27,1,18,1,0,373,3,1,5.00,5.00,-8.13,0.00
157,-1,28,1,18,1,1,682,1,1,4.00,4.00,-4.00,0.00
157,-1,29,1,18,0,0,1887,3,1,4.00,4.00,0.00,2.25
157,-1,30,1,18,1,0,117,3,0,-5.00,5.00,-5.00,0.00
157,-1,1,1,18,0,0,509,3,0,0.00,30.00,0.00,12.00
157,-1,2,1,18,1,1,1299,0,0,-6.00,12.00,-6.00,0.00
157,-1,3,1,18,1,0,561,3,1,4.00,4.00,-5.00,0.00
157,-1,4,1,18,0,0,142,3,0,0.00,17.00,0.00,10.00
157,-1,5,1,18,1,1,867,1,1,2.00,2.00,-3.25,0.00
157,-1,6,1,18,1,0,713,3,0,-6.00,6.00,-6.00,0.00
157,-1,7,1,18,1,1,223,1,1,6.00,6.00,-4.50,0.00
157,-1,8,1,18,1,1,213,0,0,-2.00,4.00,-2.00,0.00
157,-1,9,1,18,0,1,467,1,1,4.00,4.00,0.00,2.00
157,-1,10,1,18,1,0,200,3,1,9.00,9.00,-4.50,0.00
157,-1,11,1,18,1,0,1510,3,0,-24.00,12.00,-24.00,0.00
157,-1,12,1,18,0,1,20,1,1,22.00,22.00,0.00,10.00
157,-1,13,1,18,1,0,1017,3,1,4.00,4.00,-7.00,0.00
157,-1,14,1,18,1,1,318,1,1,2.00,2.00,-0.75,0.00
157,-1,15,1,18,1,1,1260,0,0,-2.25,2.00,-2.25,0.00
157,-1,16,1,18,1,0,258,3,0,-9.38,5.00,-9.38,0.00
157,-1,17,1,18,1,1,57,0,0,-15.00,8.00,-15.00,0.00
157,-1,18,1,18,1,1,559,1,1,8.00,8.00,-5.00,0.00
157,-1,19,1,18,1,0,1603,3,1,10.00,10.00,-13.75,0.00
157,-1,20,1,18,0,,0,,0,0.00,8.00,0.00,3.00
157,-1,21,1,18,1,1,1039,1,1,8.00,8.00,-6.00,0.00
157,-1,22,1,18,0,0,260,3,1,13.00,13.00,0.00,5.00
157,-1,23,1,18,0,,0,,1,24.00,24.00,0.00,12.00
157,-1,24,1,18,1,0,207,3,0,-18.00,9.00,-18.00,0.00
157,-1,25,1,18,0,0,253,3,0,0.00,7.00,0.00,4.00
157,-1,26,1,18,1,1,258,0,0,-3.75,10.00,-3.75,0.00
157,-1,27,1,18,1,1,624,1,1,5.00,5.00,-3.13,0.00
157,-1,28,1,18,1,,0,,0,-15.00,12.00,-15.00,0.00
157,-1,29,1,18,1,0,258,3,0,-10.50,6.00,-10.50,0.00
157,-1,30,1,18,0,,0,,1,11.00,11.00,0.00,6.00
157,-1,1,1,18,1,0,118,3,1,9.00,9.00,-11.25,0.00
157,-1,2,1,18,1,0,690,3,1,6.00,6.00,-7.50,0.00
157,-1,3,1,18,1,1,368,0,0,-21.00,12.00,-21.00,0.00
157,-1,4,1,18,0,,0,,1,19.00,19.00,0.00,8.00
157,-1,5,1,18,0,0,932,3,0,0.00,12.00,0.00,5.00
157,-1,6,1,18,1,0,642,3,0,-13.50,9.00,-13.50,0.00
157,-1,7,1,18,1,0,1503,3,1,10.00,10.00,-16.25,0.00
157,-1,8,1,18,1,1,117,0,0,-3.00,6.00,-3.00,0.00
157,-1,9,1,18,1,,0,,0,-12.00,12.00,-12.00,0.00
157,-1,10,1,18,1,1,272,1,1,5.00,5.00,-6.88,0.00
157,-1,11,1,18,1,0,181,3,0,-2.75,2.00,-2.75,0.00
157,-1,12,1,18,1,0,1243,3,0,-3.00,12.00,-3.00,0.00
157,-1,13,1,18,1,1,409,1,1,5.00,5.00,-2.50,0.00
157,-1,14,1,18,1,,0,,0,-5.63,5.00,-5.63,0.00
157,-1,15,1,18,1,0,373,3,0,-3.00,4.00,-3.00,0.00
157,-1,16,1,18,1,1,682,1,1,4.00,4.00,-6.00,0.00
157,-1,17,1,18,0,0,1991,3,1,5.00,5.00,0.00,2.00
157,-1,18,1,18,1,1,1597,1,1,9.00,9.00,-2.25,0.00
157,-1,19,1,18,0,,0,,0,0.00,26.00,0.00,10.00
157,-1,20,1,18,1,1,288,1,1,6.00,6.00,-1.50,0.00
157,-1,21,1,18,1,0,406,3,1,10.00,10.00,-6.25,0.00
157,-1,22,1,18,1,1,1731,0,0,-6.75,9.00,-6.75,0.00
157,-1,23,1,18,1,0,1313,3,1,8.00,8.00,-3.00,0.00
157,-1,24,1,18,1,1,1663,0,0,-11.25,10.00,-11.25,0.00
157,-1,25,1,18,0,1,115,1,1,5.00,5.00,0.00,3.00
157,-1,26,1,18,1,0,585,3,1,2.00,2.00,-1.75,0.00
157,-1,27,1,18,0,,0,,0,0.00,28.00,0.00,13.00
157,-1,28,1,18,1,0,789,3,1,8.00,8.00,-11.00,0.00
157,-1,29,1,18,0,1,618,0,0,0.00,25.00,0.00,10.00
157,-1,30,1,18,1,1,600,0,0,-1.88,5.00,-1.88,0.00
157,1,1,1,18,1,0,951,3,0,-3.75,2.00,-3.75,0.00
157,1,2,1,18,0,0,581,3,1,17.00,17.00,0.00,9.00
157,1,3,1,18,1,0,731,3,0,-15.75,9.00,-15.75,0.00
157,1,4,1,18,1,1,1159,0,0,-8.75,10.00,-8.75,0.00
157,1,5,1,18,0,1,1229,1,1,3.25,3.25,0.00,1.00
157,1,6,1,18,1,,0,,0,-12.00,6.00,-12.00,0.00
157,1,7,1,18,1,0,145,3,1,6.00,6.00,-9.00,0.00
157,1,8,1,18,1,0,463,3,1,12.00,12.00,-18.00,0.00
157,1,9,1,18,1,0,379,3,1,9.00,9.00,-9.00,0.00
157,1,10,1,18,0,1,649,0,0,0.00,13.00,0.00,6.00
157,1,11,1,18,0,1,903,0,0,0.00,22.00,0.00,13.00
157,1,12,1,18,0,0,341,3,1,7.00,7.00,0.00,3.00
157,1,13,1,18,1,0,273,3,1,5.00,5.00,-5.00,0.00
157,1,14,1,18,1,0,272,3,0,-9.00,12.00,-9.00,0.00
157,1,15,1,18,1,0,413,3,1,4.00,4.00,-4.00,0.00
157,1,16,1,18,0,0,75,3,0,0.00,8.00,0.00,4.25
157,1,17,1,18,0,1,1,1,1,10.00,10.00,0.00,6.00
157,1,18,1,18,1,0,350,3,0,-13.00,8.00,-13.00,0.00
157,1,19,1,18,0,0,515,3,0,0.00,25.00,0.00,9.00
157,1,20,1,18,1,1,409,1,1,4.00,4.00,-8.00,0.00
157,1,21,1,18,1,0,159,3,0,-1.25,2.00,-1.25,0.00
157,1,22,1,18,1,1,708,1,1,4.00,4.00,-1.00,0.00
157,1,23,1,18,1,0,386,3,1,8.00,8.00,-9.00,0.00
157,1,24,1,18,1,0,1632,3,0,-18.75,10.00,-18.75,0.00
157,1,25,1,18,0,1,654,0,0,0.00,12.00,0.00,4.00
157,1,26,1,18,1,1,795,1,1,8.00,8.00,-2.00,0.00
157,1,27,1,18,1,0,1263,3,0,-7.00,8.00,-7.00,0.00
157,1,28,1,18,0,1,342,1,1,4.00,4.00,0.00,2.25
157,1,29,1,18,1,0,1516,3,1,5.00,5.00,-8.13,0.00
157,1,30,1,18,1,0,1945,3,0,-4.38,5.00,-4.38,0.00
157,1,1,1,18,0,0,290,3,0,0.00,17.00,0.00,10.00
157,1,2,1,18,1,1,439,1,1,5.00,5.00,-3.13,0.00
157,1,3,1,18,1,0,629,3,1,9.00,9.00,-4.50,0.00
157,1,4,1,18,1,,0,,0,-9.38,5.00,-9.38,0.00
157,1,5,1,18,1,0,232,3,0,-18.00,9.00,-18.00,0.00
157,1,6,1,18,1,,0,,1,2.00,2.00,-3.25,0.00
157,1,7,1,18,0,0,187,3,0,0.00,7.00,0.00,4.00
157,1,8,1,18,1,,0,,0,-3.75,10.00,-3.75,0.00
157,1,9,1,18,1,0,7,3,1,12.00,12.00,-24.00,0.00
157,1,10,1,18,1,0,572,3,1,4.00,4.00,-7.00,0.00
157,1,11,1,18,0,0,402,3,0,0.00,11.00,0.00,6.00
157,1,12,1,18,1,1,104,0,0,-13.75,10.00,-13.75,0.00
157,1,13,1,18,1,0,245,3,1,2.00,2.00,-0.75,0.00
157,1,14,1,18,1,0,410,3,1,8.00,8.00,-5.00,0.00
157,1,15,1,18,1,0,1176,3,0,-15.00,8.00,-15.00,0.00
157,1,16,1,18,1,0,133,3,0,-5.00,4.00,-5.00,0.00
157,1,17,1,18,0,0,779,3,1,13.00,13.00,0.00,5.00
157,1,18,1,18,1,1,569,0,0,-2.25,2.00,-2.25,0.00
157,1,19,1,18,1,0,207,3,1,8.00,8.00,-6.00,0.00
157,1,20,1,18,0,0,20,3,1,4.00,4.00,0.00,2.00
157,1,21,1,18,0,0,794,3,1,24.00,24.00,0.00,12.00
157,1,22,1,18,1,0,464,3,0,-15.00,12.00,-15.00,0.00
157,1,23,1,18,0,0,1012,3,1,22.00,22.00,0.00,10.00
157,1,24,1,18,0,0,538,3,0,0.00,30.00,0.00,12.00
157,1,25,1,18,1,0,400,3,0,-2.00,4.00,-2.00,0.00
157,1,26,1,18,1,0,647,3,1,6.00,6.00,-4.50,0.00
157,1,27,1,18,1,0,284,3,0,-6.00,6.00,-6.00,0.00
157,1,28,1,18,1,0,33,3,1,6.00,6.00,-10.50,0.00
157,1,29,1,18,0,0,230,3,0,0.00,8.00,0.00,3.00
157,1,30,1,18,1,0,1140,3,1,12.00,12.00,-6.00,0.00
157,1,1,1,18,1,0,122,3,1,12.00,12.00,-21.00,0.00
157,1,2,1,18,0,0,439,3,0,0.00,28.00,0.00,13.00
157,1,3,1,18,1,0,1093,3,1,6.00,6.00,-1.50,0.00
157,1,4,1,18,1,0,803,3,0,-11.00,8.00,-11.00,0.00
157,1,5,1,18,1,1,489,0,0,-3.00,6.00,-3.00,0.00
157,1,6,1,18,0,0,366,3,1,25.00,25.00,0.00,10.00
157,1,7,1,18,1,0,579,3,0,-11.25,10.00,-11.25,0.00
157,1,8,1,18,1,,0,,0,-1.88,5.00,-1.88,0.00
157,1,9,1,18,1,1,126,1,1,5.00,5.00,-2.50,0.00
157,1,10,1,18,1,0,963,3,0,-13.50,9.00,-13.50,0.00
157,1,11,1,18,0,0,41,3,1,19.00,19.00,0.00,8.00
157,1,12,1,18,1,0,183,3,1,9.00,9.00,-2.25,0.00
157,1,13,1,18,1,0,380,3,0,-2.75,2.00,-2.75,0.00
157,1,14,1,18,1,0,563,3,1,10.00,10.00,-6.25,0.00
157,1,15,1,18,1,1,640,1,1,4.00,4.00,-6.00,0.00
157,1,16,1,18,1,0,166,3,0,-3.00,12.00,-3.00,0.00
157,1,17,1,18,1,0,51,3,1,10.00,10.00,-16.25,0.00
157,1,18,1,18,0,0,353,3,0,0.00,12.00,0.00,5.00
157,1,19,1,18,1,0,1895,3,0,-11.25,9.00,-11.25,0.00
157,1,20,1,18,1,1,60,1,1,4.00,4.00,-3.00,0.00
157,1,21,1,18,1,0,394,3,1,5.00,5.00,-6.88,0.00
157,1,22,1,18,1,0,264,3,0,-6.75,9.00,-6.75,0.00
157,1,23,1,18,1,0,502,3,0,-12.00,12.00,-12.00,0.00
157,1,24,1,18,1,0,572,3,1,2.00,2.00,-1.75,0.00
157,1,25,1,18,0,0,512,3,0,0.00,5.00,0.00,3.00
157,1,26,1,18,0,0,1454,3,1,5.00,5.00,0.00,2.00
157,1,27,1,18,0,,0,,0,0.00,26.00,0.00,10.00
157,1,28,1,18,1,,0,,0,-5.63,5.00,-5.63,0.00
157,1,29,1,18,1,,0,,1,6.00,6.00,-7.50,0.00
157,1,30,1,18,1,,0,,1,8.00,8.00,-3.00,0.00
158,0,1,0,18,0,1,1916,1,1,10.00,10.00,0.00,6.00
158,0,2,0,18,1,,0,,0,-15.75,9.00,-15.75,0.00
158,0,3,0,18,1,,0,,0,-8.75,10.00,-8.75,0.00
158,0,4,0,18,1,1,1716,1,1,8.00,8.00,-2.00,0.00
158,0,5,0,18,1,,0,,0,-12.00,6.00,-12.00,0.00
158,0,6,0,18,1,0,1183,3,0,-18.75,10.00,-18.75,0.00
158,0,7,0,18,1,0,501,3,1,5.00,5.00,-8.13,0.00
158,0,8,0,18,0,,0,,0,0.00,12.00,0.00,4.00
158,0,9,0,18,1,,0,,1,9.00,9.00,-9.00,0.00
158,0,10,0,18,0,,0,,0,0.00,22.00,0.00,13.00
158,0,11,0,18,1,,0,,0,-7.00,8.00,-7.00,0.00
158,0,12,0,18,1,,0,,1,4.00,4.00,-8.00,0.00
158,0,13,0,18,0,1,1192,1,1,25.00,25.00,0.00,9.00
158,0,14,0,18,1,0,1197,3,0,-3.75,2.00,-3.75,0.00
158,0,15,0,18,1,0,635,3,1,2.00,2.00,-1.25,0.00
158,0,16,0,18,1,,0,,1,6.00,6.00,-9.00,0.00
158,0,17,0,18,0,,0,,1,13.00,13.00,0.00,6.00
158,0,18,0,18,1,0,1292,3,0,-4.00,4.00,-4.00,0.00
158,0,19,0,18,0,1,305,1,1,7.00,7.00,0.00,3.00
158,0,20,0,18,0,0,102,3,1,3.25,3.25,0.00,1.00
158,0,21,0,18,1,1,1588,1,1,4.00,4.00,-1.00,0.00
158,0,22,0,18,0,0,1682,3,0,0.00,8.00,0.00,4.25
158,0,23,0,18,0,0,656,3,0,0.00,17.00,0.00,9.00
158,0,24,0,18,1,0,405,3,1,12.00,12.00,-18.00,0.00
158,0,25,0,18,1,1,1003,0,0,-5.00,5.00,-5.00,0.00
158,0,26,0,18,0,1,1216,1,1,4.00,4.00,0.00,2.25
158,0,27,0,18,1,,0,,0,-9.00,12.00,-9.00,0.00
158,0,28,0,18,1,0,779,3,1,8.00,8.00,-9.00,0.00
158,0,29,0,18,1,0,8,3,0,-4.38,5.00,-4.38,0.00
158,0,30,0,18,1,0,22,3,0,-13.00,8.00,-13.00,0.00
158,0,1,0,18,1,,0,,0,-2.25,2.00,-2.25,0.00
158,0,2,0,18,1,,0,,1,6.00,6.00,-4.50,0.00
158,0,3,0,18,1,1,60,1,1,2.00,2.00,-3.25,0.00
158,0,4,0,18,0,0,234,3,0,0.00,22.00,0.00,10.00
158,0,5,0,18,1,,0,,1,9.00,9.00,-4.50,0.00
158,0,6,0,18,0,1,436,1,1,17.00,17.00,0.00,10.00
158,0,7,0,18,0,0,354,3,1,4.00,4.00,0.00,2.00
158,0,8,0,18,1,0,191,3,0,-2.00,4.00,-2.00,0.00
158,0,9,0,18,0,,0,,1,11.00,11.00,0.00,6.00
158,0,10,0,18,0,1,43,0,0,0.00,7.00,0.00,4.00
158,0,11,0,18,1,1,888,0,0,-3.75,10.00,-3.75,0.00
158,0,12,0,18,1,,0,,1,12.00,12.00,-24.00,0.00
158,0,13,0,18,1,,0,,0,-10.50,6.00,-10.50,0.00
158,0,14,0,18,1,,0,,0,-9.38,5.00,-9.38,0.00
158,0,15,0,18,1,0,414,3,1,8.00,8.00,-5.00,0.00
158,0,16,0,18,1,0,828,3,1,5.00,5.00,-3.13,0.00
158,0,17,0,18,0,0,314,3,0,0.00,30.00,0.00,12.00
158,0,18,0,18,1,,0,,1,4.00,4.00,-7.00,0.00
158,0,19,0,18,1,0,517,3,1,10.00,10.00,-13.75,0.00
158,0,20,0,18,1,,0,,0,-15.00,8.00,-15.00,0.00
158,0,21,0,18,0,1,1688,1,1,24.00,24.00,0.00,12.00
158,0,22,0,18,1,,0,,0,-15.00,12.00,-15.00,0.00
158,0,23,0,18,1,,0,,0,-18.00,9.00,-18.00,0.00
158,0,24,0,18,0,1,1264,1,1,13.00,13.00,0.00,5.00
158,0,25,0,18,1,,0,,1,2.00,2.00,-0.75,0.00
158,0,26,0,18,1,,0,,0,-6.00,12.00,-6.00,0.00
158,0,27,0,18,0,1,618,0,0,0.00,8.00,0.00,3.00
158,0,28,0,18,1,,0,,1,8.00,8.00,-6.00,0.00
158,0,29,0,18,1,,0,,0,-5.00,4.00,-5.00,0.00
158,0,30,0,18,1,1,226,0,0,-6.00,6.00,-6.00,0.00
158,0,1,0,18,1,,0,,1,9.00,9.00,-11.25,0.00
158,0,2,0,18,1,,0,,1,12.00,12.00,-21.00,0.00
158,0,3,0,18,1,,0,,1,5.00,5.00,-6.88,0.00
158,0,4,0,18,1,,0,,0,-3.00,12.00,-3.00,0.00
158,0,5,0,18,0,1,63,1,1,5.00,5.00,0.00,2.00
158,0,6,0,18,1,,0,,0,-6.75,9.00,-6.75,0.00
158,0,7,0,18,0,,0,,0,0.00,26.00,0.00,10.00
158,0,8,0,18,1,0,126,3,1,8.00,8.00,-3.00,0.00
158,0,9,0,18,0,1,100,1,1,19.00,19.00,0.00,8.00
158,0,10,0,18,0,,0,,0,0.00,25.00,0.00,10.00
158,0,11,0,18,1,,0,,0,-1.88,5.00,-1.88,0.00
158,0,12,0,18,1,,0,,0,-2.75,2.00,-2.75,0.00
158,0,13,0,18,1,,0,,1,2.00,2.00,-1.75,0.00
158,0,14,0,18,1,,0,,0,-11.25,10.00,-11.25,0.00
158,0,15,0,18,0,0,69,3,0,0.00,5.00,0.00,3.00
158,0,16,0,18,1,,0,,1,9.00,9.00,-2.25,0.00
158,0,17,0,18,1,,0,,0,-11.00,8.00,-11.00,0.00
158,0,18,0,18,1,,0,,1,4.00,4.00,-3.00,0.00
158,0,19,0,18,1,,0,,1,6.00,6.00,-1.50,0.00
158,0,20,0,18,1,,0,,0,-13.50,9.00,-13.50,0.00
158,0,21,0,18,1,,0,,0,-5.63,5.00,-5.63,0.00
158,0,22,0,18,1,,0,,0,-3.00,6.00,-3.00,0.00
158,0,23,0,18,1,,0,,1,10.00,10.00,-16.25,0.00
158,0,24,0,18,1,0,39,3,1,5.00,5.00,-2.50,0.00
158,0,25,0,18,0,,0,,0,0.00,28.00,0.00,13.00
158,0,26,0,18,1,,0,,1,10.00,10.00,-6.25,0.00
158,0,27,0,18,0,,0,,0,0.00,12.00,0.00,5.00
158,0,28,0,18,1,,0,,0,-12.00,12.00,-12.00,0.00
158,0,29,0,18,1,0,1748,3,1,4.00,4.00,-6.00,0.00
158,0,30,0,18,1,,0,,1,6.00,6.00,-7.50,0.00
158,-1,1,0,18,1,0,276,3,1,8.00,8.00,-9.00,0.00
158,-1,2,0,18,1,,0,,0,-3.75,2.00,-3.75,0.00
158,-1,3,0,18,0,,0,,1,12.00,12.00,0.00,4.00
158,-1,4,0,18,0,,0,,0,0.00,22.00,0.00,13.00
158,-1,5,0,18,1,,0,,0,-4.38,5.00,-4.38,0.00
158,-1,6,0,18,1,,0,,0,-18.75,10.00,-18.75,0.00
158,-1,7,0,18,1,0,309,3,1,9.00,9.00,-9.00,0.00
158,-1,8,0,18,1,,0,,0,-1.25,2.00,-1.25,0.00
158,-1,9,0,18,1,1,1130,1,1,4.00,4.00,-1.00,0.00
158,-1,10,0,18,1,,0,,0,-13.00,8.00,-13.00,0.00
158,-1,11,0,18,1,0,741,3,1,8.00,8.00,-2.00,0.00
158,-1,12,0,18,1,,0,,0,-12.00,6.00,-12.00,0.00
158,-1,13,0,18,1,,0,,0,-9.00,12.00,-9.00,0.00
158,-1,14,0,18,1,,0,,1,6.00,6.00,-9.00,0.00
158,-1,15,0,18,0,,0,,1,3.25,3.25,0.00,1.00
158,-1,16,0,18,0,,0,,1,7.00,7.00,0.00,3.00
158,-1,17,0,18,1,,0,,0,-7.00,8.00,-7.00,0.00
158,-1,18,0,18,0,,0,,1,25.00,25.00,0.00,9.00
158,-1,19,0,18,0,,0,,0,0.00,8.00,0.00,4.25
158,-1,20,0,18,1,,0,,0,-8.75,10.00,-8.75,0.00
158,-1,21,0,18,1,,0,,1,4.00,4.00,-8.00,0.00
158,-1,22,0,18,0,,0,,0,0.00,17.00,0.00,9.00
158,-1,23,0,18,1,,0,,1,12.00,12.00,-18.00,0.00
158,-1,24,0,18,0,,0,,1,10.00,10.00,0.00,6.00
158,-1,25,0,18,0,0,4,3,0,0.00,13.00,0.00,6.00
158,-1,26,0,18,1,,0,,0,-15.75,9.00,-15.75,0.00
158,-1,27,0,18,1,,0,,1,5.00,5.00,-8.13,0.00
158,-1,28,0,18,1,0,196,3,1,4.00,4.00,-4.00,0.00
158,-1,29,0,18,0,,0,,1,4.00,4.00,0.00,2.25
158,-1,30,0,18,1,,0,,0,-5.00,5.00,-5.00,0.00
158,-1,1,0,18,0,,0,,0,0.00,30.00,0.00,12.00
158,-1,2,0,18,1,,0,,0,-6.00,12.00,-6.00,0.00
158,-1,3,0,18,1,,0,,1,4.00,4.00,-5.00,0.00
158,-1,4,0,18,0,,0,,0,0.00,17.00,0.00,10.00
158,-1,5,0,18,1,,0,,1,2.00,2.00,-3.25,0.00
158,-1,6,0,18,1,,0,,0,-6.00,6.00,-6.00,0.00
158,-1,7,0,18,1,,0,,1,6.00,6.00,-4.50,0.00
158,-1,8,0,18,1,1,853,0,0,-2.00,4.00,-2.00,0.00
158,-1,9,0,18,0,0,19,3,1,4.00,4.00,0.00,2.00
158,-1,10,0,18,1,,0,,1,9.00,9.00,-4.50,0.00
158,-1,11,0,18,1,,0,,0,-24.00,12.00,-24.00,0.00
158,-1,12,0,18,0,,0,,1,22.00,22.00,0.00,10.00
158,-1,13,0,18,1,0,282,3,1,4.00,4.00,-7.00,0.00
158,-1,14,0,18,1,,0,,1,2.00,2.00,-0.75,0.00
158,-1,15,0,18,1,0,558,3,0,-2.25,2.00,-2.25,0.00
158,-1,16,0,18,1,,0,,0,-9.38,5.00,-9.38,0.00
158,-1,17,0,18,1,0,409,3,0,-15.00,8.00,-15.00,0.00
158,-1,18,0,18,1,1,14,1,1,8.00,8.00,-5.00,0.00
158,-1,19,0,18,1,,0,,1,10.00,10.00,-13.75,0.00
158,-1,20,0,18,0,,0,,0,0.00,8.00,0.00,3.00
158,-1,21,0,18,1,,0,,1,8.00,8.00,-6.00,0.00
158,-1,22,0,18,0,,0,,1,13.00,13.00,0.00,5.00
158,-1,23,0,18,0,,0,,1,24.00,24.00,0.00,12.00
158,-1,24,0,18,1,,0,,0,-18.00,9.00,-18.00,0.00
158,-1,25,0,18,0,,0,,0,0.00,7.00,0.00,4.00
158,-1,26,0,18,1,,0,,0,-3.75,10.00,-3.75,0.00
158,-1,27,0,18,1,,0,,1,5.00,5.00,-3.13,0.00
158,-1,28,0,18,1,,0,,0,-15.00,12.00,-15.00,0.00
158,-1,29,0,18,1,0,435,3,0,-10.50,6.00,-10.50,0.00
158,-1,30,0,18,0,0,169,3,1,11.00,11.00,0.00,6.00
158,-1,1,0,18,1,,0,,1,9.00,9.00,-11.25,0.00
158,-1,2,0,18,1,,0,,1,6.00,6.00,-7.50,0.00
158,-1,3,0,18,1,,0,,0,-21.00,12.00,-21.00,0.00
158,-1,4,0,18,0,,0,,1,19.00,19.00,0.00,8.00
158,-1,5,0,18,0,,0,,0,0.00,12.00,0.00,5.00
158,-1,6,0,18,1,,0,,0,-13.50,9.00,-13.50,0.00
158,-1,7,0,18,1,,0,,1,10.00,10.00,-16.25,0.00
158,-1,8,0,18,1,0,77,3,0,-3.00,6.00,-3.00,0.00
158,-1,9,0,18,1,1,51,0,0,-12.00,12.00,-12.00,0.00
158,-1,10,0,18,1,,0,,1,5.00,5.00,-6.88,0.00
158,-1,11,0,18,1,,0,,0,-2.75,2.00,-2.75,0.00
158,-1,12,0,18,1,,0,,0,-3.00,12.00,-3.00,0.00
158,-1,13,0,18,1,,0,,1,5.00,5.00,-2.50,0.00
158,-1,14,0,18,1,,0,,0,-5.63,5.00,-5.63,0.00
158,-1,15,0,18,1,0,748,3,0,-3.00,4.00,-3.00,0.00
158,-1,16,0,18,1,,0,,1,4.00,4.00,-6.00,0.00
158,-1,17,0,18,0,,0,,1,5.00,5.00,0.00,2.00
158,-1,18,0,18,1,0,541,3,1,9.00,9.00,-2.25,0.00
158,-1,19,0,18,0,0,386,3,0,0.00,26.00,0.00,10.00
158,-1,20,0,18,1,,0,,1,6.00,6.00,-1.50,0.00
158,-1,21,0,18,1,,0,,1,10.00,10.00,-6.25,0.00
158,-1,22,0,18,1,0,284,3,0,-6.75,9.00,-6.75,0.00
158,-1,23,0,18,1,,0,,1,8.00,8.00,-3.00,0.00
158,-1,24,0,18,1,,0,,0,-11.25,10.00,-11.25,0.00
158,-1,25,0,18,0,,0,,1,5.00,5.00,0.00,3.00
158,-1,26,0,18,1,,0,,1,2.00,2.00,-1.75,0.00
158,-1,27,0,18,0,,0,,0,0.00,28.00,0.00,13.00
158,-1,28,0,18,1,,0,,1,8.00,8.00,-11.00,0.00
158,-1,29,0,18,0,,0,,0,0.00,25.00,0.00,10.00
158,-1,30,0,18,1,0,120,3,0,-1.88,5.00,-1.88,0.00
158,1,1,0,18,1,0,1113,3,0,-3.75,2.00,-3.75,0.00
158,1,2,0,18,0,,0,,1,17.00,17.00,0.00,9.00
158,1,3,0,18,1,,0,,0,-15.75,9.00,-15.75,0.00
